(18546, 17339), (-259, -28709)
(21708, 31891), (18224, -22060)
(-16845, 14018), (-19202, 13857)
(24123, -1277), (-1454, -12060)
(13586, 23438), (2268, -14473)
(-6773, -3828), (-17073, -31875)
(26038, -2970), (-13519, -6436)
(25778, 20839), (4593, -15856)
(4119, 25533), (-15021, -29916)
(13216, 32498), (-26163, 17868)
(10343, -20975), (-22777, -30203)
(11802, 28607), (-7307, 12140)
(24237, -215), (15579, -2206)
(21900, 12468), (-29188, -28655)
(30493, 815), (18899, -20299)
(23814, 21204), (-19580, -9938)
(10534, -6214), (-23204, -32373)
(14858, 32691), (-18917, -10628)
(20813, -21504), (12153, -21628)
(-16106, -17254), (-17887, -22897)
(22536, 10226), (10000, -12426)
(31563, 12419), (6453, 8198)
(5124, 30422), (-31854, 7979)
(-5195, 4580), (-25021, -23787)
(10536, -7717), (2013, -28836)
(11412, 23035), (-14911, -5808)
(19519, -8853), (-6981, -11395)
(6409, 20268), (-9673, -28274)
(-2348, 1826), (-23539, -23182)
(11976, 32120), (-25007, 20018)
(-13766, -5636), (-28612, -22990)
(-23647, 8548), (-27733, 7662)
(11897, 21556), (-24702, 3340)
(23054, -16935), (-29935, -18801)
(-8717, -6226), (-28682, -25580)
(5930, -8444), (3608, -28930)
(18010, 28905), (963, -5284)
(-7355, -7168), (-27450, -9861)
(28188, 29461), (-11934, -27993)
(2319, 1053), (1273, -14228)
(10056, 22841), (-13016, 21867)
(10804, -10791), (7866, -16474)
(27385, -29225), (-29192, -32327)
(32524, -18200), (-25996, -25442)
(-1729, -1722), (-9168, -7643)
(-5474, 31086), (-12822, 27694)
(-13521, 21514), (-23982, 5194)
(11864, -15798), (1065, -30388)
(16004, 16769), (-4219, -22000)
(5847, -3977), (-19022, -28252)
(-9600, 21574), (-32579, 6117)
(-14565, -2001), (-28783, -4031)
(30160, 19364), (3371, -21411)
(29316, 20731), (10495, 5234)
(31934, 18468), (9885, -16354)
(-14524, 16642), (-27109, 14587)
(6589, 23437), (-4184, -24730)
(7845, 28146), (-1405, -18513)
(30505, 6379), (20145, 5895)
(25620, 24719), (15332, -2353)
(20633, 12703), (-32579, -9349)
(10434, 21969), (-10193, 7335)
(907, 17380), (-26691, -31773)
(17509, 14528), (-1666, -9259)
(23325, 20344), (-19652, -28114)
(-19458, -10820), (-21092, -22999)
(29147, -8683), (10989, -23127)
(11449, -431), (-18504, -12252)
(2156, 5870), (-1352, -4796)
(8728, -23499), (-4370, -24946)
(27222, 395), (-7681, -3899)
(12692, 16429), (-26177, -28038)
(25868, 14537), (-8152, 653)
(19996, 18039), (3669, 4471)
(21310, -7891), (13006, -29386)
(30368, 30713), (24145, 1912)
(12679, -14801), (-1914, -16523)
(26645, 1185), (10164, -29084)
(26974, 32636), (-11289, 31578)
(-8327, 31113), (-21856, 17228)
(-6968, 29390), (-25189, -25600)
(31755, 3881), (-28343, -4882)
(26380, 31876), (-30491, 13310)
(15935, -26828), (-11784, -31525)
(8236, 4231), (-11802, -6194)
(10470, 28306), (2566, -24422)
(30946, -4897), (14026, -27536)
(-24609, 5054), (-29057, -18197)
(1831, 7274), (-18278, 5061)
(-1551, 13978), (-20426, -7401)
(24552, 20934), (8625, 18349)
(26707, 13291), (-32562, -15264)
(24935, 20816), (-26778, -17391)
(22573, -30686), (-4330, -32015)
(8789, 19566), (-20773, -20585)
(21187, -3355), (-17599, -19215)
(27618, -29168), (18513, -30219)
(23657, 11578), (-19918, -12043)
(22336, 3279), (-30113, 30)
(22109, -14101), (7372, -31658)
(24338, 11780), (-18849, -29293)
(25290, 16069), (-7167, -23767)
(27236, -22578), (4857, -32148)
(-14727, 26553), (-31362, -7587)
(-4523, -9102), (-22885, -31523)
(12120, 10939), (-17668, 583)
(23560, -2015), (16503, -17299)
(-23530, -139), (-24521, -15748)
(20232, -176), (-6098, -10780)
(31259, 20734), (-18021, -8584)
(27894, 8419), (-31969, -2334)
(24747, 29590), (13067, 16211)
(12002, 32480), (193, -30195)
(-20907, 7146), (-28444, -6735)
(13385, -14411), (-6314, -23863)
(1974, -17261), (-26094, -24204)
(26396, 9779), (-6621, -28319)
(19549, 15974), (-11874, -27589)
(21644, 6513), (219, 149)
(21617, -13339), (-20121, -32053)
(356, 6692), (-15625, -28858)
(19445, 13528), (-20483, -13203)
(-5754, 26390), (-9284, 17543)
(31332, 4005), (15126, -24409)
(24879, 30262), (4703, -18638)
(20446, 32619), (10790, 29599)
(-11771, 8938), (-11922, 876)
(28013, 26815), (-24856, -26707)
(-7125, 13752), (-14360, -19356)
(23629, 19538), (-13860, -26566)
(12344, -3717), (4648, -16316)
(9236, -20784), (7076, -25708)
(24782, 14111), (23116, -21184)
(-7168, 24435), (-28367, 7728)
(7556, 20002), (-32326, -333)
(-4832, -9332), (-28613, -15930)
(-5201, -10631), (-6226, -20269)
(24040, -8908), (-21191, -26355)
(9203, 31879), (-7270, -16745)
(12549, 17411), (-2007, 16979)
(28010, -26524), (26289, -28233)
(7723, 24611), (-23413, -6741)
(-1894, 2173), (-10296, -3414)
(-13834, -22544), (-30179, -24213)
(-1524, 1882), (-32541, -2597)
(20403, 13633), (13185, 9375)
(27916, 13516), (9244, 1629)
(3447, 257), (-16368, -28841)
(24692, 32236), (23200, -1449)
(27880, 5102), (-9745, -1560)
(9383, 25030), (4065, -6204)
(22229, 6166), (-24582, -1376)
(319, -951), (-6261, -26750)
(26415, 16881), (12112, -21258)
(26220, 26841), (-10977, 7573)
(-17453, 7034), (-26027, -27806)
(-8746, 17185), (-19032, 12367)
(-1141, -13243), (-7906, -22804)
(11219, 926), (6965, -30942)
(-16769, 8330), (-20078, -18199)
(27803, 27772), (-14964, -15577)
(26931, 25716), (3551, 18205)
(4228, 23840), (-3269, 796)
(-9696, -24575), (-21712, -31266)
(2586, 4335), (-23247, -29957)
(-8468, 19925), (-22056, 13693)
(19875, 3292), (-13820, -4324)
(-590, 4601), (-8540, -21422)
(9682, 3755), (-17358, -23220)
(27084, 2846), (18334, 772)
(27972, 22959), (-9303, 12134)
(-29209, 23759), (-31317, -7030)
(29344, -591), (-11813, -6485)
(-7204, -20594), (-16133, -23967)
(31587, -6146), (2922, -17996)
(30991, -5191), (-25981, -21442)
(9806, 10293), (-30617, 9375)
(30927, 29670), (-22842, 14663)
(12643, -2040), (6497, -14721)
(23622, 24618), (20301, -4825)
(4574, 18067), (2744, -20076)
(6790, -15968), (277, -32554)
(30922, 27160), (-29767, -21647)
(30541, 15423), (13767, 772)
(9226, -5046), (-23643, -24702)
(32177, 8496), (26557, -22532)
(30760, 26384), (-11548, 25303)
(-5017, 30800), (-20741, 25227)
(13334, 17127), (-8394, 3996)
(12249, 14397), (-21819, -10752)
(-22760, 647), (-31236, -15555)
(30660, 950), (1022, -14371)
(24420, 25744), (-28213, -7022)
(-1430, 13591), (-29317, -11677)
(-179, -26352), (-31974, -31728)
(22609, 19660), (-27583, -29570)
(-18339, 15392), (-32380, -30867)
(-10454, 12991), (-15165, 6635)
(13142, -2783), (-8582, -21977)
(6096, 30259), (-8007, 14359)
(7655, 18846), (-9245, 18197)
(25348, 13041), (13194, -10046)
(989, 27403), (-11368, 25048)
(10926, 21469), (-19386, -24574)
(32300, -2614), (-28330, -4566)
(19494, 10973), (14578, 629)
(-1634, 14626), (-2306, -27215)
(32516, 16999), (19598, 9389)
(5075, 24141), (-1618, -26756)
(28743, 26176), (-23807, -27108)
(-2171, 29190), (-4430, 22123)
(23862, 3078), (-19184, -14845)
(1892, 28704), (-15901, -30960)
(25913, 9371), (20332, -4122)
(-8008, 1575), (-32699, -460)
(24539, 12755), (17881, -1255)
(-13672, 16505), (-23828, 610)
(23967, 12105), (-19239, -1482)
(-11562, 29116), (-27000, -9293)
(19572, -364), (-14680, -1498)
(11879, 22562), (7742, 9246)
(743, 29240), (-15441, -8474)
(23142, -12195), (17873, -24349)
(31086, 19428), (-14479, -8661)
(12452, 24951), (-14055, -17367)
(6989, 27054), (-6719, -4048)
(29367, 31545), (-4251, -31475)
(13861, 27754), (-1458, -7096)
(14156, 6571), (-18290, -7278)
(30423, 21429), (-31354, 9716)
(24222, 11523), (20708, -2902)
(25446, 31603), (-31109, -24864)
(3215, 32425), (-18752, 4100)
(22927, -17041), (-9865, -19282)
(-19191, 26813), (-29025, 16539)
(16791, 23522), (13618, -32056)
(26311, -3922), (-29064, -26571)
(-7156, -1580), (-31613, -4623)
(4143, 182), (-22837, -1157)
(-98, 13313), (-4767, -8135)
(27296, 22599), (12074, -18223)
(-2216, -7245), (-3140, -18037)
(360, 7048), (-7373, -21640)
(-7150, 5271), (-18228, -30229)
(24740, 29449), (-30000, 11458)
(23808, 18634), (-8472, -22206)
(-4953, 31101), (-22275, -31851)
(28228, 30234), (-21113, -11709)
(-10913, 17538), (-17755, 13223)
(22741, 23365), (-10160, -3415)
(19035, 6363), (-15117, -29175)
(17771, 22849), (-26614, 21527)
(10886, 32211), (-18764, 4816)
(14812, -7268), (14312, -9131)
(654, 28651), (-19548, -6900)
(28468, 4696), (-25451, -2793)
(-17382, 7924), (-20735, -6739)
(5389, 4665), (-14936, -32183)
(22500, 27178), (-30351, -20469)
(-954, 26876), (-32333, -26787)
(14793, 1078), (-29948, -9712)
(20525, 2867), (-28362, -7965)
(24441, 7745), (21526, -9824)
(29968, -11716), (-16408, -25281)
(-460, -4466), (-17208, -29150)
(23919, 16869), (-12444, 1882)
(-2469, 27232), (-19502, 21526)
(18132, 10119), (-18111, -24698)
(2873, -8609), (-30710, -11059)
(30730, 9014), (-14887, -27543)
(988, 9456), (-12527, -32446)
(12366, -5525), (9354, -14478)
(-3074, 1918), (-12503, -28485)
(12893, -9743), (5788, -24314)
(-5162, 16255), (-25567, -6361)
(24385, 2524), (-7493, -22305)
(18199, 29191), (9848, -26405)
(4570, 15085), (-1559, -25366)
(2591, 23778), (-25854, -19362)
(28929, -3464), (-11565, -6421)
(-21763, 27158), (-25569, -18954)
(26975, 19289), (9037, -26739)
(26307, -23509), (10963, -27758)
(18386, -29449), (13196, -31242)
(5317, 11452), (-21922, 755)
(-1084, 20464), (-14460, 14468)
(-7967, 32557), (-24551, -21625)
(17853, 20208), (14317, -7040)
(15786, 30723), (14332, -25574)
(29423, 1875), (29367, -16055)
(25280, 29989), (7226, -22933)
(16585, 21123), (-30165, -27202)
(-5914, 26791), (-24346, -18486)
(-10287, -11834), (-17622, -20581)
(17896, 20978), (15133, -21408)
(767, 2838), (-23758, -24328)
(-3484, -3951), (-8707, -32556)
(25027, 16622), (-32419, -27477)
(20455, 13284), (-19662, -30808)
(4191, 32197), (-19045, -25290)
(19391, 27664), (16825, -20772)
(6182, 17078), (-23859, -28240)
(-5719, 23438), (-31555, -17209)
(26641, 24592), (-18694, 5656)
(6999, 26254), (2039, -1578)
(3080, -4996), (-32102, -17266)
(30342, 24158), (20671, 17129)
(-9447, 31700), (-28522, -27937)
(26849, 23669), (17362, -22721)
(5065, 2821), (-3691, -17697)
(10511, 14222), (-9271, -2107)
(30738, 13382), (-26100, -10948)
(8444, -798), (-27704, -5025)
(19966, -15702), (7997, -31055)
(16462, -29159), (-6879, -31862)
(20622, 29639), (-16183, 29359)
(-8402, 16602), (-12178, 14474)
(30693, 22169), (18480, -13801)
(11140, 27697), (9477, -7395)
(-8890, 32236), (-12387, -30556)
(3306, 16459), (-7399, -27879)
(-17382, 15522), (-21610, -32554)
(29626, 31434), (16689, 22836)
(27653, 14589), (3482, -12436)
(-14143, 30121), (-15820, -29841)
(-13992, -13131), (-25812, -25420)
(-5623, 16311), (-8684, -15219)
(21049, 27167), (-10912, 8001)
(16385, 18414), (-30114, 2208)
(18942, 1861), (-19755, -20394)
(-835, 6181), (-11708, -31364)
(8724, 16129), (-23627, -17349)
(-17177, 14944), (-21520, 11740)
(23409, -862), (9592, -7049)
(32556, 14433), (8358, -24105)
(32213, 14981), (-18919, 12622)
(28289, 15628), (-32427, -25673)
(31171, 29870), (-31880, 991)
(25793, -28360), (18217, -31767)
(-19876, 31361), (-31969, -18453)
(-14301, 28911), (-31585, -25338)
(29388, -3297), (18962, -18704)
(17363, 16199), (-24837, -7278)
(4982, 15143), (-3280, 12793)
(3242, -8091), (-65, -8300)
(2671, 27116), (-14275, -10040)
(22445, -17453), (-10879, -22769)
(-6901, -22136), (-28573, -25352)
(32115, 18987), (-18518, 17300)
(8929, 26006), (-30967, -1697)
(14269, 29214), (-11191, -22797)
(16282, 13804), (13149, -10203)
(677, 17444), (-20157, -2303)
(28529, 11686), (-6128, -25489)
(-822, -28898), (-3341, -30983)
(30280, 19355), (-29886, 11371)
(21048, 22959), (-30994, -7313)
(16421, -17381), (-10804, -20049)
(-899, 26041), (-29861, -32689)
(15816, 32365), (-28294, 4060)
(10489, 23588), (-19990, 3333)
(-22791, 32283), (-31053, 27433)
(32651, 4314), (-13094, -228)
(-3036, 17017), (-3204, -19500)
(16123, 18375), (-327, 9765)
(-707, 29280), (-29215, 1551)
(13001, 24461), (-19624, -19303)
(26066, -22511), (-21241, -30520)
(27348, 12764), (-20383, -702)
(-14195, 22923), (-30748, 12352)
(16016, 21274), (-1895, 516)
(30511, 5602), (18417, -30717)
(32196, 2738), (-9069, -19088)
(18702, 19029), (16098, -1295)
(27243, 7041), (-11110, -200)
(12736, 23103), (-21295, -5791)
(-8479, 20363), (-14061, 107)
(28828, 25878), (15093, -32310)
(27059, 25255), (15583, -4577)
(22216, 21526), (-13568, 12829)
(12269, 22704), (-15016, 13331)
(23251, 22685), (-5426, -28406)
(1021, 30270), (-21450, -17323)
(-7823, -23743), (-24234, -26416)
(4901, 23626), (-31031, -32625)
(32526, 31724), (-21451, -27229)
(30773, 26479), (-14543, -18702)
(9375, 19286), (1590, 15565)
(16389, 19693), (-22764, -10242)
(26315, -4659), (-4821, -32586)
(-26407, 25204), (-31406, 8670)
(21931, -3150), (-14464, -3214)
(22662, 19406), (-15197, -11422)
(-12855, 23615), (-32688, -9985)
(28708, -7032), (20904, -11780)
(27409, 6731), (23992, -2528)
(5705, 16222), (-4730, 12006)
(25384, -4682), (3609, -19287)
(29624, 22373), (-23744, -9378)
(19409, -18508), (-22641, -30678)
(-15184, -18340), (-28624, -32483)
(18040, 22677), (-3780, 21020)
(8568, 37), (-5107, -32736)
(28243, 24055), (-9170, -3289)
(23290, 30118), (-15249, -25502)
(2061, 3453), (-7005, -20226)
(-4955, 17609), (-11479, -23741)
(25796, -6154), (-18236, -29242)
(-12228, 17309), (-24272, 8943)
(16591, -2613), (2186, -17128)
(-26746, 23893), (-32742, -14148)
(-686, -5814), (-12471, -21976)
(30297, 31849), (26737, 6662)
(-24278, 25099), (-32195, -23693)
(4012, 27837), (-15832, 2195)
(-16972, 11414), (-20376, -6953)
(27168, 30410), (4254, 562)
(4474, 22586), (2368, -713)
(-17713, 22857), (-29179, -28271)
(20994, 31267), (1803, 16324)
(-4261, 28552), (-27994, -5820)
(26820, 1591), (-138, -11829)
(-5997, 13888), (-32125, -16803)
(10722, -22946), (6286, -28531)
(-19832, -9964), (-24230, -30570)
(27944, 19148), (-26811, -31256)
(2457, -23104), (-29878, -32673)
(2034, 10748), (-10153, -14686)
(24205, 29498), (4639, 5642)
(2408, 7745), (-3234, -20537)
(11916, 21937), (-1116, -21521)
(7740, 17192), (-3044, 7070)
(16790, 7102), (7584, -23390)
(20609, 3293), (-14033, -28258)
(-9566, 1307), (-29929, -1658)
(20680, 25279), (-4808, -5801)
(-4169, 32191), (-8965, -560)
(24139, 26201), (-20736, -14058)
(10469, 25382), (-6935, -10308)
(13788, 21704), (-32668, -1161)
(-1838, 10695), (-18774, -31236)
(11261, 20654), (-3979, 7655)
(-12480, 17463), (-14038, -22811)
(29378, 30798), (11944, 5187)
(-5838, 17751), (-11161, -1388)
(29126, 20180), (4046, -8818)
(26950, 25666), (-31585, -14619)
(28226, 25045), (25269, 10082)
(-22744, 23655), (-25520, -26750)
(14461, 2173), (-18054, -1768)
(16060, 5603), (1024, -14776)
(-11658, 29805), (-26658, 14567)
(-18012, 2560), (-21530, -16450)
(-850, 29465), (-22034, 10219)
(18343, 4934), (-27073, -19670)
(19052, 30123), (7856, 18764)
(-5224, 32107), (-19291, -32127)
(20915, 26532), (-3219, -26252)
(14173, 19772), (-20700, -5555)
(29480, 14693), (-31149, -13004)
(-1225, 14891), (-13108, 9409)
(3888, 31519), (-29706, 20444)
(14379, -27059), (3733, -27249)
(13835, 25059), (-13404, -26926)
(-1093, 22349), (-29295, -3852)
(19793, -15963), (-6270, -23834)
(8983, 9475), (-29044, -29385)
(32593, 13372), (21522, -9581)
(-12693, 45), (-26084, -26899)
(31224, 25833), (20894, 19653)
(31746, 22004), (-17708, -9219)
(-3153, 20043), (-13576, -12220)
(19757, -13215), (-28847, -29715)
(3199, 7783), (-5536, -18766)
(25798, 10061), (-24431, -1895)
(27319, -15044), (2850, -19319)
(21951, 17272), (-24493, -1607)
(-14363, 14922), (-18142, -17745)
(-5704, 14908), (-9962, -6104)
(-26598, 19253), (-29323, -23841)
(25062, -7696), (-4051, -16742)
(-18144, 7348), (-22740, 1724)
(17572, 31323), (12049, -28108)
(22679, 18110), (-10270, 15275)
(29682, 10801), (6755, -14008)
(-11055, 21998), (-16051, 3925)
(21925, 30111), (-424, 26461)
(23269, 28839), (-18251, 10713)
(-8235, 20128), (-11939, -24453)
(-11711, -2624), (-15698, -13541)
(5269, 1132), (-27382, -56)
(25542, 13392), (-15537, -10848)
(8303, 21372), (-32326, 15296)
(-24065, -8499), (-31441, -29169)
(-2462, 30090), (-8801, -9637)
(10960, -11037), (-23110, -31209)
(13245, -688), (-24029, -12685)
(31615, -21001), (-5429, -22859)
(10917, 22763), (6547, -27584)
(2543, 25197), (-30640, -18725)
(13207, 13723), (-12149, -32671)
(29189, 8340), (9795, 6445)
(15124, -12116), (7347, -24023)
(-29256, 10659), (-32090, -28353)
(4543, 110), (-25820, -4563)
(10953, -7272), (-29269, -15381)
(-586, 21030), (-7154, 5784)
(2517, 24405), (-18137, 6713)
(8853, 1741), (-13636, -11413)
(3338, 21890), (-26555, -13334)
(8775, -13512), (-21727, -32426)
(24361, -24021), (-28459, -26441)
(32395, 4482), (-15305, -22317)
(6734, 4675), (639, -9439)
(-5915, 1576), (-21242, -11058)
(13151, 31048), (-1733, 24541)
(29568, 11491), (1564, -15699)
(12969, 29811), (-2080, 16055)
(14199, 16541), (-28451, -19944)
(23855, -8474), (-12414, -23192)
(6272, 31497), (194, 23807)
(-16389, 17896), (-23615, -29145)
(-13410, 4048), (-20451, -20273)
(-29838, -7247), (-30194, -16007)
(13886, 10952), (-3736, 3948)
(24455, 21566), (22347, 4792)
(13029, 1940), (-20417, -5965)
(-2197, 1367), (-4504, -1866)
(5086, 4931), (-15369, -28039)
(-14381, 14698), (-28628, -4464)
(32070, 27313), (-19463, -18306)
(-160, 32081), (-3490, -4561)
(7198, -4229), (-6633, -29528)
(26083, 16983), (20351, 4901)
(6904, 5401), (3280, -20463)
(-25271, 575), (-32156, -17964)
(-13790, 28785), (-25830, 4871)
(24326, 14775), (-28031, 10039)
(-8034, 18777), (-30280, -8726)
(21264, 17058), (-32476, -17383)
(1105, 8023), (-17757, -2136)
(11952, 8150), (-21577, -3943)
(13577, 8173), (-32120, -16780)
(2180, 14716), (-17435, -17937)
(30335, 26834), (-16342, 6079)
(20689, 14718), (-17790, -12542)
(2919, 28408), (-14967, -23613)
(-2171, 28931), (-22912, 24711)
(3290, 31875), (-28529, 2473)
(16882, 26437), (-10788, -15733)
(16947, 22247), (-32029, -15822)
(-5637, -16144), (-13709, -17276)
(17966, 1517), (6384, -4774)
(27084, 11905), (-10259, -10627)
(-4805, 32616), (-9123, -4767)
(16434, 24947), (-10943, 7986)
(17854, 26767), (-1185, 5957)
(28650, -28018), (-19793, -30973)
(17408, 20329), (9910, 12243)
(30899, 7033), (20728, 1644)
(11562, 17453), (-9332, 10195)
(17977, 1152), (1405, -5512)
(5948, 12758), (-11404, -20108)
(9705, -3953), (-29542, -5354)
(-241, 17118), (-12153, 12872)
(31246, 16911), (-18646, -25297)
(19040, 25938), (1746, 15419)
(19559, 25738), (-26372, -18830)
(-22176, 1968), (-29619, -5032)
(-3581, -10061), (-16983, -31161)
(32371, 32001), (19469, -22984)
(-8026, 2348), (-31287, -17407)
(5642, 7444), (-5345, -10639)
(11421, 768), (7416, -3467)
(-18119, 26950), (-18557, -4834)
(12641, 30606), (-17393, 24)
(-8713, -22357), (-25526, -28612)
(12753, 3182), (-31335, -20752)
(-12679, 7548), (-30087, -14397)
(26603, 32541), (12368, 3194)
(7734, -7987), (6188, -13718)
(31888, 30666), (-8509, -25126)
(2774, 32052), (-13975, 4698)
(-2015, 15189), (-29695, -5049)
(109, -9590), (-16373, -27215)
(19111, -17683), (-8507, -31454)
(27963, 25396), (-18616, -23168)
(28484, -11539), (-21127, -17161)
(13240, 28390), (7064, -4406)
(21550, 8048), (-14300, -4640)
(-14142, 24056), (-19695, -32325)
(28707, 14465), (-17263, -19535)
(5918, 16786), (-8093, -21579)
(20313, 30101), (-19578, 17225)
(-7238, 32267), (-14183, -20783)
(-20611, -14647), (-29247, -20997)
(-29837, -620), (-32168, -9900)
(433, -6193), (-24350, -12218)
(28735, -12286), (-964, -12986)
(19052, 23005), (16000, -3985)
(-11868, 32716), (-30447, -31250)
(-25551, -5334), (-25789, -9200)
(17521, 32028), (-6221, -19886)
(-3047, 16166), (-15289, 11856)
(-14155, 4101), (-25668, -8249)
(-9733, 16461), (-17045, -3379)
(6681, 8402), (4950, 684)
(14074, -3006), (12658, -16807)
(31274, -27917), (-20072, -28477)
(-10001, -5399), (-22392, -6929)
(6522, 29173), (5164, -32495)
(25008, 6699), (6963, 3361)
(14354, 26654), (4046, 3570)
(-29313, 13828), (-32106, -15563)
(22797, -3789), (-29670, -4160)
(-5646, 21025), (-10373, 12054)
(16256, 17275), (-7566, -6693)
(-22455, 10391), (-29335, -26350)
(28484, -14037), (-13216, -19252)
(21022, 6100), (-15599, -12646)
(-2851, 12914), (-26758, -10394)
(16163, 22423), (1056, 4290)
(23986, -748), (4442, -21244)
(28666, -10201), (-2023, -11659)
(5467, -19141), (-2534, -21405)
(21707, 16790), (-25486, 1479)
(-11734, 22716), (-27427, -26109)
(-3372, -27021), (-7537, -31287)
(5802, 29636), (1213, 19437)
(30311, -7001), (14521, -17221)
(26432, 1311), (-18684, -17262)
(27845, 25672), (5136, -13859)
(21969, -2908), (-30170, -13233)
(22070, 13786), (-32501, 4692)
(22596, 22956), (-5153, -3528)
(17386, -4501), (14379, -30164)
(14624, -2091), (636, -31832)
(-12165, 11983), (-20608, -22350)
(-16128, 8426), (-28163, -22163)
(24839, -3627), (-25832, -4770)
(2970, 14841), (-4913, 9770)
(26319, 3346), (18035, -30057)
(21314, 4246), (9829, -11298)
(10795, 29307), (-1480, 21037)
(31884, -9242), (-21563, -26084)
(-13255, -12786), (-20138, -23908)
(15576, 24731), (-17672, -667)
(25375, 8487), (-20625, -6114)
(4968, 31924), (-16826, -9583)
(-23431, 691), (-29082, -25615)
(29789, 14239), (-10466, -18280)
(25419, 32366), (3948, -11667)
(25410, 17201), (-29736, -28019)
(5565, -12658), (-27942, -31065)
(-1609, -15988), (-17674, -19911)
(26265, 15896), (20478, -30088)
(5548, 21356), (5507, 21026)
(-4822, 2443), (-11888, -23544)
(8153, 5731), (5077, -22653)
(21550, -26121), (7347, -26604)
(16769, -5713), (2689, -17059)
(26674, -5356), (26025, -29709)
(-10760, 32341), (-31702, 29876)
(30643, 22451), (17266, -2398)
(840, 20612), (-23083, -14944)
(9923, -12230), (-28527, -16248)
(20361, 8879), (18923, -10774)
(12865, 32206), (-9393, 15669)
(32648, -5508), (-11145, -19947)
(29642, 22531), (15376, -607)
(17786, -6791), (-26756, -32156)
(19242, 30114), (-25264, 7226)
(-16077, 9355), (-27040, -19993)
(18849, 18689), (-3778, -11124)
(15410, 30402), (-28381, -25202)
(27958, 19594), (25652, 14115)
(30106, 31113), (-31612, 14090)
(20576, 21490), (-9471, -31636)
(17976, 26781), (14846, 4970)
(18279, -7318), (13261, -31212)
(15483, 7213), (3107, -24865)
(22449, 1914), (15531, -24107)
(10772, 27868), (6893, -26576)
(-13004, 5190), (-23036, -9258)
(26269, 12580), (-13301, -28607)
(7999, 23523), (-19372, 15617)
(25167, 28373), (-22196, -12384)
(-14156, 8314), (-22634, -7946)
(-12434, 27527), (-18931, 24540)
(27954, 23923), (26985, -21981)
(7536, 24691), (-9819, -7998)
(22339, -4693), (-24138, -22393)
(15065, 31249), (-26924, 6861)
(30188, -11380), (26385, -14985)
(-14056, -3773), (-15871, -29553)
(31083, 31186), (24178, 25484)
(-3922, 24715), (-27472, 7384)
(-17725, 32044), (-26212, -20683)
(10597, 26662), (-23172, 12952)
(26348, -763), (4428, -9547)
(7814, -9457), (-27496, -18449)
(-8034, 6116), (-30900, -21100)
(4825, -10433), (-15752, -31920)
(18028, 14470), (-31168, 2062)
(30843, -14701), (3324, -31328)
(16485, 22755), (-24455, 19764)
(31821, -1153), (-26003, -25046)
(29781, 22797), (3316, 11085)
(13116, -4453), (5521, -30829)
(22605, 12403), (-4200, -8938)
(25288, -14509), (1323, -20690)
(10895, 28735), (2706, -18790)
(14770, 3680), (7631, -194)
(13532, 8922), (2851, -2392)
(14162, 26254), (730, -15468)
(11424, 12953), (-20641, -23533)
(20455, 3147), (3388, -16256)
(-10861, 18529), (-28910, -2628)
(31015, 30232), (24307, 14528)
(29202, 15967), (12586, -23216)
(30219, -3274), (14135, -8982)
(674, -887), (-5558, -19792)
(13978, 4236), (12980, 156)
(9837, -2417), (-29236, -19933)
(17067, -12037), (197, -25706)
(771, 9913), (-31108, -29167)
(32668, 25402), (-15804, -12992)
(19911, 21679), (-10551, -23206)
(-2545, 17092), (-14666, -29638)
(-4191, 31185), (-9497, 2693)
(-1716, 14866), (-17684, 14158)
(-3578, 15893), (-29163, 12572)
(-8727, 4460), (-22044, -12243)
(5739, 32604), (-16975, 22153)
(-14123, -3340), (-32003, -12891)
(169, -21869), (-7229, -30599)
(3520, 14249), (-18473, 3060)
(-14466, 27303), (-27484, 19642)
(-2961, 32095), (-12935, 1732)
(-4104, 18411), (-20361, 7875)
(17779, 12485), (12922, 1267)
(-8420, 744), (-23439, -14324)
(20326, -19260), (2482, -24676)
(22373, 8923), (10769, 8083)
(11286, 27543), (-30136, -3078)
(22255, 5176), (-6427, -17966)
(22923, 13491), (-17204, -21821)
(5977, 5256), (-19659, -14781)
(-16389, 25767), (-32535, -27829)
(7855, 10555), (5508, -20179)
(-6547, 29582), (-12039, 26516)
(9965, 266), (-27198, -24377)
(30233, -2585), (-27984, -26860)
(17239, 29892), (-25382, -26913)
(-18658, -18681), (-31577, -31310)
(26738, -22837), (20906, -23874)
(9982, 17710), (9029, 12156)
(19466, 30046), (-111, 18589)
(5156, 19524), (-2829, 555)
(-5911, -2605), (-8560, -27845)
(-803, 15396), (-21527, -6708)
(29410, -19084), (-24789, -26579)
(7992, 18488), (-29142, -10353)
(-10941, -6034), (-25407, -6193)
(17980, 9050), (-20388, -23752)
(27791, -18632), (-9527, -29786)
(16993, 23453), (14080, 10857)
(-28647, -26939), (-29730, -28097)
(26795, 27750), (-20759, 21936)
(8103, 5071), (-25744, -13445)
(11432, 22875), (-13072, -31035)
(32113, 5053), (-3792, -14062)
(15421, -8629), (-25143, -12944)
(-26229, 23377), (-27172, -19122)
(-4056, 26585), (-25550, 6799)
(13796, 3188), (-19023, -17516)
(29517, 12703), (-21556, -9504)
(12303, 374), (5230, -3789)
(31521, 26444), (4503, 16961)
(14152, 18837), (-10789, -19991)
(6534, 18998), (-18167, -1885)
(-3076, 32570), (-18799, -10726)
(21396, 30521), (-22254, 19676)
